query,ground_truth,top_ids,top_scores,correct_in_top_k,rank_of_correct,ground_truth_score
Which were the chief snakes that were burnt in Janamejaya’s serpent sacrifice?,1.57,"['1.53', '1.52', '1.37', '1.57', '12.327']","[0.6116766929626465, 0.5223714113235474, 0.5133339762687683, 0.4803599417209625, 0.4704444408416748]",True,4.0,0.4803599715232849
How are the names of the serpents listed or described in this chapter?,1.57,"['1.35', '1.57', '1.36', '1.52', '1.26']","[0.49245619773864746, 0.4453606605529785, 0.41438084840774536, 0.4133153557777405, 0.3996485471725464]",True,2.0,0.4453606605529785
When did Vyasa arrive at Janamejaya’s Yajna?,1.60,"['12.349', '12.232', '14.16', '15.29', '15.32']","[0.5719753503799438, 0.5712493658065796, 0.5334829092025757, 0.5215662717819214, 0.5206997394561768]",False,,0.478471040725708
Who requested Vaishampayana to narrate the Mahabharata?,1.60,"['1.59', '2.1', '1.1', '4.70', '1.62']","[0.5131385326385498, 0.4959970712661743, 0.48916956782341003, 0.4599837362766266, 0.45044177770614624]",False,,0.4392038583755493
In which episode does Vyasa ask Vaishampayana to tell the story of the Mahabharata?,1.60,"['1.169', '2.1', '1.197', '1.156', '1.65']","[0.58274245262146, 0.5478516817092896, 0.5428552627563477, 0.5422275066375732, 0.53140789270401]",False,,0.49416327476501465
Where in the Mahabharata is the narration of the epic formally begun?,1.60,"['14.88', '1.59', '14.65', '12.312', '12.232']","[0.46785059571266174, 0.467057466506958, 0.42461782693862915, 0.42389950156211853, 0.4135798215866089]",False,,0.34288549423217773
Who initiated the recitation of the Mahabharata during Janamejaya’s sacrifice?,1.60,"['12.349', '18.6', '12.348', '15.35', '14.88']","[0.6001736521720886, 0.5815303325653076, 0.5622948408126831, 0.5271564722061157, 0.5164803266525269]",False,,0.515687108039856
Which section describes King Dushyanta’s power and governance abilities?,1.68,"['12.57', '12.85', '12.115', '12.67', '2.55']","[0.4599045515060425, 0.43645861744880676, 0.4240644574165344, 0.42190027236938477, 0.4108518660068512]",False,,0.30017295479774475
How is King Dushyanta’s rule and strength depicted in the Mahabharata?,1.68,"['1.70', '12.87', '2.55', '5.155', '12.122']","[0.39899611473083496, 0.39219850301742554, 0.389411062002182, 0.3873184323310852, 0.380415141582489]",False,,0.35767862200737
Where is Dushyanta’s administrative skill and valor mentioned?,1.68,"['6.99', '12.119', '5.165', '12.58', '5.67']","[0.35603028535842896, 0.3421667218208313, 0.3403172791004181, 0.33957183361053467, 0.33668047189712524]",False,,0.13648605346679688
What attributes made King Dushyanta a capable ruler according to the text?,1.68,"['12.85', '12.93', '12.57', '5.149', '12.118']","[0.4460422396659851, 0.42717868089675903, 0.42258355021476746, 0.42027056217193604, 0.41218650341033936]",False,,0.3405146896839142
Where does King Dushyanta go hunting in the Mahabharata?,1.69,"['1.70', '3.240', '3.256', '6.6', '3.314']","[0.45587432384490967, 0.3988698124885559, 0.3938257098197937, 0.3858277201652527, 0.37818852066993713]",False,,0.3131786584854126
Which chapter narrates Dushyanta’s hunting expedition in the forest?,1.69,"['1.70', '3.240', '1.119', '3.314', '1.168']","[0.5222215056419373, 0.5135377645492554, 0.4588187336921692, 0.45084643363952637, 0.4508209824562073]",False,,0.28279513120651245
What animals does King Dushyanta hunt and kill?,1.69,"['12.116', '1.70', '8.52', '13.32', '12.117']","[0.3903464674949646, 0.38607174158096313, 0.3860204517841339, 0.3824306130409241, 0.3733578622341156]",False,,0.2820083498954773
Which passage describes Dushyanta’s encounter with wild beasts?,1.69,"['1.70', '14.75', '1.119', '3.240', '3.314']","[0.47569045424461365, 0.4432171881198883, 0.4366493225097656, 0.432317316532135, 0.4197225570678711]",False,,0.2505105137825012
Which chapter describes Kanva’s ashram and its surroundings?,1.70,"['1.72', '6.11', '5.98', '3.182', '3.133']","[0.44913992285728455, 0.4305862784385681, 0.4286559224128723, 0.42397773265838623, 0.4133049547672272]",False,,0.27063968777656555
When does King Dushyanta enter Sage Kanva’s hermitage?,1.70,"['12.317', '3.265', '13.142', '1.71', '14.17']","[0.3899537920951843, 0.38888847827911377, 0.3831733763217926, 0.37021350860595703, 0.36779677867889404]",False,,0.28876054286956787
Where is the Tapovan described in connection with Dushyanta?,1.70,"['3.221', '1.171', '3.220', '1.10', '12.315']","[0.4357942044734955, 0.3990759253501892, 0.36051392555236816, 0.3573312759399414, 0.35590827465057373]",False,,0.2153722643852234
Which scene introduces Dushyanta’s arrival at Kanva’s ashram?,1.70,"['14.88', '3.183', '1.169', '1.71', '1.72']","[0.4194854199886322, 0.39630037546157837, 0.3917280435562134, 0.3901543915271759, 0.3851345181465149]",False,,0.3306611180305481
Where does Dushyanta first meet and converse with Shakuntala?,1.71,"['3.266', '1.73', '13.31', '12.245', '12.210']","[0.42051243782043457, 0.3993406593799591, 0.39649802446365356, 0.39379188418388367, 0.3927408754825592]",False,,0.3376409709453583
In which part does Shakuntala narrate the story of her birth?,1.71,"['1.74', '1.78', '1.59', '1.71', '14.88']","[0.506523609161377, 0.42163223028182983, 0.4141848385334015, 0.40844568610191345, 0.40746816992759705]",True,4.0,0.40844565629959106
Which episode describes Indra sending Menaka to disturb Vishwamitra’s penance?,1.71,"['1.72', '12.284', '5.66', '13.18', '1.4']","[0.4230537712574005, 0.4001919627189636, 0.39618438482284546, 0.39553338289260864, 0.3869442343711853]",False,,0.1770642250776291
How are Shakuntala’s origins connected to Vishwamitra and Menaka in the Mahabharata?,1.71,"['1.59', '3.276', '9.45', '3.226', '1.72']","[0.49755001068115234, 0.49533939361572266, 0.47143712639808655, 0.4705313742160797, 0.46088874340057373]",False,,0.3582730293273926
Which chapter narrates the meeting of Menaka and Vishwamitra?,1.72,"['1.72', '1.59', '3.226', '1.175', '3.183']","[0.6013008952140808, 0.5227831602096558, 0.5061497688293457, 0.5030525922775269, 0.4965744614601135]",True,1.0,0.6013008952140808
Where is the birth and rescue of the child Shakuntala described?,1.72,"['1.74', '14.61', '2.18', '1.220', '1.82']","[0.4636591672897339, 0.37321895360946655, 0.3619668483734131, 0.354250967502594, 0.34264230728149414]",False,,0.34221112728118896
"Who raised Shakuntala after her birth, and how did she get her name?",1.72,"['13.91', '13.86', '9.44', '14.70', '9.46']","[0.5418382287025452, 0.5382516384124756, 0.5218409895896912, 0.5109106302261353, 0.5024963021278381]",False,,0.25842738151550293
How did the Shakunta birds protect the infant Shakuntala?,1.72,"['12.143', '13.32', '13.5', '3.197', '12.147']","[0.3995587229728699, 0.39916902780532837, 0.3850181996822357, 0.3759043514728546, 0.37125301361083984]",False,,0.20050540566444397
Which section describes the Gandharva marriage between Shakuntala and Dushyanta?,1.73,"['1.73', '1.74', '1.71', '1.110', '1.177']","[0.4832928776741028, 0.47094154357910156, 0.4593510031700134, 0.451454222202301, 0.4498019516468048]",True,1.0,0.4832928776741028
Who approved the marriage of Shakuntala and Dushyanta in the Mahabharata?,1.73,"['1.73', '1.74', '9.45', '1.110', '1.82']","[0.5133123397827148, 0.48885035514831543, 0.46157851815223694, 0.45279890298843384, 0.4371180534362793]",True,1.0,0.5133123397827148
What type of marriage took place between Shakuntala and Dushyanta?,1.73,"['1.73', '1.74', '1.71', '1.82', '2.60']","[0.5890967845916748, 0.47068285942077637, 0.4280967712402344, 0.4219740331172943, 0.4124579131603241]",True,1.0,0.5890967845916748
In which part is Kanva’s approval of Shakuntala’s marriage mentioned?,1.73,"['1.74', '1.72', '1.71', '1.82', '3.295']","[0.5375189185142517, 0.44178998470306396, 0.43584954738616943, 0.41101571917533875, 0.4075816869735718]",False,,0.35883772373199463
Which chapter narrates the birth of Shakuntala’s son Bharata?,1.74,"['1.168', '1.74', '1.220', '2.2', '3.183']","[0.44864869117736816, 0.4419165849685669, 0.42805880308151245, 0.42685407400131226, 0.41382041573524475]",True,2.0,0.4419166147708893
Where does Shakuntala meet Dushyanta after giving birth to her son?,1.74,"['1.74', '1.73', '9.46', '1.71', '3.266']","[0.3655516505241394, 0.3605274558067322, 0.3535105586051941, 0.31841331720352173, 0.3168725371360779]",True,1.0,0.3655516505241394
In which episode does Akashvani confirm Shakuntala’s purity?,1.74,"['5.70', '6.68', '12.207', '6.67', '14.52']","[0.39664751291275024, 0.3844728469848633, 0.3835411071777344, 0.3705299496650696, 0.3694569170475006]",False,,0.34226343035697937
Where is Bharata’s coronation described in the Mahabharata?,1.74,"['18.6', '14.88', '14.65', '9.45', '12.40']","[0.46689772605895996, 0.4521242380142212, 0.44970253109931946, 0.44795507192611694, 0.44209492206573486]",False,,0.3164857029914856
How is Shakuntala’s confrontation with Dushyanta depicted?,1.74,"['5.66', '9.8', '9.24', '1.73', '9.62']","[0.40164151787757874, 0.3846890330314636, 0.3839308023452759, 0.3773016333580017, 0.36744746565818787]",False,,0.3594115376472473
Which section describes King Pandu accidentally killing a sage disguised as a deer?,1.118,"['7.147', '1.119', '2.62', '14.75', '3.258']","[0.5107282996177673, 0.49150723218917847, 0.4795626401901245, 0.47842180728912354, 0.47584331035614014]",False,,0.4233362078666687
Who cursed King Pandu and why?,1.118,"['1.125', '1.50', '2.45', '1.98', '3.148']","[0.4263085424900055, 0.4162825644016266, 0.402652382850647, 0.39283013343811035, 0.3859371542930603]",False,,0.3612501323223114
Where is the origin of Pandu’s curse narrated?,1.118,"['1.119', '1.114', '1.125', '12.122', '14.75']","[0.5169457197189331, 0.4551050066947937, 0.4357033967971802, 0.42056962847709656, 0.3989415764808655]",False,,0.34358739852905273
What event caused Pandu to renounce his royal duties?,1.118,"['12.64', '12.20', '12.65', '12.93', '5.150']","[0.4758742153644562, 0.4753839373588562, 0.45753979682922363, 0.4455296993255615, 0.4424203038215637]",False,,0.28632229566574097
Which chapter describes King Pandu’s repentance for killing the sage?,1.119,"['1.119', '1.176', '14.75', '7.55', '7.147']","[0.5042100548744202, 0.45797860622406006, 0.45223018527030945, 0.44745609164237976, 0.44584640860557556]",True,1.0,0.5042100548744202
Where does Pandu renounce worldly life and take sannyasa?,1.119,"['1.119', '1.120', '3.152', '6.32', '1.114']","[0.5068382024765015, 0.45275646448135376, 0.41076457500457764, 0.3795306086540222, 0.37758582830429077]",True,1.0,0.5068382024765015
What role did Pandu’s wives play in his decision to enter the forest?,1.119,"['15.18', '1.119', '3.50', '1.125', '1.70']","[0.4700034558773041, 0.4593619704246521, 0.45709216594696045, 0.43327653408050537, 0.4253532290458679]",True,2.0,0.4593619704246521
Which episode marks Pandu’s entry into Vanaprastha Ashram?,1.119,"['14.88', '3.183', '1.119', '1.120', '6.6']","[0.4314571022987366, 0.4269249141216278, 0.4242187440395355, 0.41648706793785095, 0.4080706238746643]",True,3.0,0.4242187738418579
Which story in the Mahabharata describes Bhadra giving birth from the body of her dead husband?,1.121,"['1.220', '1.152', '1.154', '1.163', '14.61']","[0.4044785499572754, 0.4021129608154297, 0.389692485332489, 0.3749236464500427, 0.37490543723106384]",False,,0.2774905860424042
"Who was Vyushitashva, and what was the miracle involving his wife Bhadra?",1.121,"['13.154', '14.66', '15.22', '3.68', '3.63']","[0.47064775228500366, 0.4314038157463074, 0.38765594363212585, 0.38751208782196045, 0.38692229986190796]",False,,0.3743607997894287
Where is the tale of Bhadra and Vyushitashva mentioned?,1.121,"['1.220', '2.31', '1.219', '3.238', '2.47']","[0.45851218700408936, 0.3981717824935913, 0.38884222507476807, 0.38589662313461304, 0.3809475898742676]",False,,0.3566599190235138
Which section recounts the miraculous birth narrated by Bhadra?,1.121,"['3.163', '1.220', '3.228', '1.59', '2.79']","[0.3398956060409546, 0.32771560549736023, 0.3226119875907898, 0.3182549774646759, 0.31809675693511963]",False,,0.17384935915470123
Which episode narrates the return of Kunti and the Pandavas to Hastinapura?,1.126,"['1.199', '1.168', '14.88', '1.192', '2.3']","[0.39437130093574524, 0.3935423195362091, 0.3796701431274414, 0.3623308539390564, 0.36130011081695557]",False,,0.294208824634552
Who escorted the Pandavas and Kunti to Bhishma after Pandu’s death?,1.126,"['13.26', '12.53', '4.64', '6.116', '5.66']","[0.4778902232646942, 0.4458858370780945, 0.4281949996948242, 0.42375561594963074, 0.42243871092796326]",False,,0.23910591006278992
Where does the Mahabharata describe the meeting between Bhishma and the Pandavas?,1.126,"['1.109', '1.102', '6.107', '3.163', '2.44']","[0.4523238241672516, 0.41946181654930115, 0.4171220362186432, 0.41586190462112427, 0.4117281138896942]",False,,0.3003934919834137
What was Bhishma’s role in receiving Kunti and her sons?,1.126,"['13.122', '13.26', '13.105', '13.49', '13.77']","[0.3958702087402344, 0.39092400670051575, 0.3812905550003052, 0.3811783194541931, 0.380636602640152]",False,,0.3366255760192871
Where is the funeral of Pandu and Madri described?,1.127,"['1.127', '14.52', '1.125', '16.3', '1.119']","[0.44384682178497314, 0.43929630517959595, 0.4317612051963806, 0.42427143454551697, 0.4200812578201294]",True,1.0,0.44384682178497314
Which section mentions the Pandavas performing rites for their parents?,1.127,"['1.150', '1.165', '15.24', '3.182', '1.152']","[0.3861583173274994, 0.3625524640083313, 0.36102813482284546, 0.35776257514953613, 0.353021502494812]",False,,0.22057771682739258
How did the brothers offer water and tribute to Pandu and Madri?,1.127,"['13.91', '9.36', '1.113', '14.86', '5.7']","[0.4069141149520874, 0.4023829698562622, 0.4018104672431946, 0.39974266290664673, 0.39677494764328003]",False,,0.31569963693618774
What significance does this ritual hold in the Pandavas’ early life?,1.127,"['13.89', '13.87', '15.29', '13.23', '15.27']","[0.4749848246574402, 0.4723909795284271, 0.4403313100337982, 0.4377965033054352, 0.43148109316825867]",False,,0.14201846718788147
Which chapter describes the childhood of the Pandavas and Kauravas?,1.128,"['3.182', '3.143', '1.165', '1.148', '3.1']","[0.5605947375297546, 0.5253183245658875, 0.5009331703186035, 0.49653351306915283, 0.49159854650497437]",False,,0.3853609263896942
Where is Duryodhana’s attempt to poison Bhima mentioned?,1.128,"['6.80', '9.61', '15.3', '11.15', '9.59']","[0.48398834466934204, 0.4800461232662201, 0.4541402757167816, 0.4315257668495178, 0.4028560519218445]",False,,0.13932543992996216
What happened to Bhima after he was pushed into the Ganga?,1.128,"['3.153', '9.56', '11.15', '1.151', '3.152']","[0.4188936650753021, 0.3865054249763489, 0.3816993832588196, 0.3802850842475891, 0.3799525797367096]",False,,0.042614951729774475
Which section narrates Bhima’s journey to Nagaloka and his drinking of divine nectar?,1.128,"['3.152', '1.151', '3.153', '3.161', '3.178']","[0.5567098259925842, 0.5475797653198242, 0.5300872325897217, 0.52308189868927, 0.5175657868385315]",False,,0.22094416618347168
Which section describes Kunti’s anxiety over Bhima’s disappearance?,1.129,"['1.151', '1.162', '3.152', '3.153', '1.129']","[0.5240630507469177, 0.5048817992210388, 0.47725361585617065, 0.4595881998538971, 0.4486345648765564]",True,5.0,0.4486345648765564
Where does Bhima return from the Nagaloka after gaining strength?,1.129,"['3.153', '3.152', '1.151', '3.154', '3.178']","[0.4800070524215698, 0.46380335092544556, 0.4634152054786682, 0.43917107582092285, 0.43121272325515747]",False,,0.3779464662075043
How did Duryodhana react after Bhima’s return from the Nagas’ realm?,1.129,"['9.61', '15.11', '6.80', '11.15', '15.3']","[0.5319026708602905, 0.4761412441730499, 0.46720272302627563, 0.45864972472190857, 0.4524042308330536]",False,,0.2576906383037567
Which chapter continues the conflict between Bhima and Duryodhana after Bhima’s return?,1.129,"['6.80', '1.151', '3.152', '1.129', '2.30']","[0.5098889470100403, 0.49143725633621216, 0.48516374826431274, 0.45019131898880005, 0.44108742475509644]",True,4.0,0.4501913785934448
Who built the secret tunnel beneath the Lakshagriha?,1.147,"['5.111', '1.6', '5.109', '5.108', '3.145']","[0.35480740666389465, 0.3526262938976288, 0.34229016304016113, 0.33852827548980713, 0.33518052101135254]",False,,0.1772066205739975
Which miner did Vidura send to construct a tunnel for the Pandavas?,1.147,"['1.147', '5.33', '5.38', '1.52', '1.53']","[0.42890292406082153, 0.3525036573410034, 0.34042197465896606, 0.33369454741477966, 0.3332614302635193]",True,1.0,0.4289029836654663
Where in the Mahabharata is the tunnel under the house of lac described?,1.147,"['5.111', '5.110', '3.163', '5.109', '3.129']","[0.42707622051239014, 0.40011489391326904, 0.39420825242996216, 0.3848276734352112, 0.3680444657802582]",False,,0.1855422556400299
How did Vidura help the Pandavas prepare for their escape from the Lakshagriha?,1.147,"['3.11', '1.147', '5.38', '3.157', '5.33']","[0.4832693040370941, 0.4692554175853729, 0.4454955458641052, 0.4196389317512512, 0.416909784078598]",True,2.0,0.4692554473876953
Which chapter describes the burning of the house of lac (Lakshagriha)?,1.148,"['3.279', '3.312', '3.281', '3.288', '1.22']","[0.5041925311088562, 0.48497992753982544, 0.4739677309989929, 0.47309666872024536, 0.4635387063026428]",False,,0.45293718576431274
How did the Pandavas escape from the burning Lakshagriha?,1.148,"['3.145', '3.11', '3.157', '3.312', '3.154']","[0.462533563375473, 0.45369282364845276, 0.4500572979450226, 0.415477991104126, 0.4047047793865204]",False,,0.3168104588985443
Where is the Pandavas’ night-time escape through the tunnel mentioned?,1.148,"['3.182', '3.163', '2.79', '15.27', '15.24']","[0.39369094371795654, 0.34916749596595764, 0.34410449862480164, 0.33084648847579956, 0.3280818462371826]",False,,0.24248123168945312
"Who set fire to the Lakshagriha, and what was the outcome?",1.148,"['12.284', '12.171', '1.6', '12.172', '10.18']","[0.5523933172225952, 0.4622577428817749, 0.4550758898258209, 0.44797468185424805, 0.44488734006881714]",False,,0.22003982961177826
Who arranged for the Pandavas to cross the Ganga after escaping the Lakshagriha?,1.149,"['3.145', '1.170', '3.11', '3.143', '15.24']","[0.3469623923301697, 0.33441784977912903, 0.32433754205703735, 0.31897974014282227, 0.3173739016056061]",False,,0.2752244472503662
Which sailor helped the Pandavas flee across the river?,1.149,"['9.29', '9.30', '6.59', '3.242', '9.11']","[0.32384592294692993, 0.30137670040130615, 0.2979985475540161, 0.29778167605400085, 0.29486626386642456]",False,,0.2019166499376297
Where is Vidura’s assistance in ferrying the Pandavas across the Ganges described?,1.149,"['3.5', '1.170', '1.147', '1.149', '5.33']","[0.3873729407787323, 0.3684958219528198, 0.35693463683128357, 0.35525840520858765, 0.3530314564704895]",True,4.0,0.35525843501091003
What role did the boatman play in helping the Pandavas escape?,1.149,"['3.50', '3.242', '1.147', '3.243', '9.30']","[0.3376670479774475, 0.3337218165397644, 0.32222267985343933, 0.3161342144012451, 0.3142296373844147]",False,,0.29239708185195923
Which chapter narrates Dhritarashtra’s mourning and offering of water for the supposedly dead Pandavas?,1.150,"['10.1', '1.150', '11.1', '8.6', '2.79']","[0.4659065008163452, 0.4648992419242859, 0.4505191147327423, 0.4323543310165405, 0.4250684976577759]",True,2.0,0.4648992419242859
Where is the ritual condolence for the Pandavas mentioned?,1.150,"['13.23', '17.1', '13.150', '15.24', '13.88']","[0.3948296308517456, 0.3933144509792328, 0.39107125997543335, 0.38567492365837097, 0.3796100318431854]",False,,0.2919805943965912
How did Dhritarashtra and others react to the news of the Pandavas’ death in the fire?,1.150,"['10.1', '9.2', '11.1', '11.8', '11.11']","[0.5578649044036865, 0.5519431829452515, 0.5397289991378784, 0.5239849090576172, 0.5219884514808655]",False,,0.43561697006225586
Which passage marks the Pandavas’ entry into the forest after the Lakshagriha incident?,1.150,"['3.163', '3.145', '3.182', '3.314', '2.79']","[0.4922195076942444, 0.4481719434261322, 0.44810041785240173, 0.44136789441108704, 0.4125549793243408]",False,,0.31667131185531616
Which section describes Bhima’s sorrow seeing his family suffer in the forest?,1.151,"['1.151', '3.152', '3.161', '1.162', '3.153']","[0.6274635195732117, 0.5327228307723999, 0.5280007123947144, 0.5247848629951477, 0.5204771757125854]",True,1.0,0.6274634599685669
Where is Bhimasena shown bringing water for Kunti?,1.151,"['3.153', '1.151', '3.146', '3.152', '3.154']","[0.4432377219200134, 0.40375009179115295, 0.40278103947639465, 0.38900667428970337, 0.3888322114944458]",True,2.0,0.40375006198883057
How does Bhima react to Kunti and his brothers sleeping on the bare ground?,1.151,"['1.151', '3.153', '1.162', '1.129', '3.313']","[0.5760210752487183, 0.5123167634010315, 0.5084899663925171, 0.49392932653427124, 0.47952720522880554]",True,1.0,0.5760210752487183
In which episode does Bhima express anger towards Duryodhana after their escape?,1.151,"['6.80', '1.151', '3.152', '1.129', '9.61']","[0.4513586163520813, 0.43511033058166504, 0.4103826880455017, 0.4043430685997009, 0.39970332384109497]",True,2.0,0.43511033058166504
Where does Hidimbi first encounter Bhima and the Pandavas?,1.152,"['1.154', '1.155', '1.153', '1.152', '1.151']","[0.5127021074295044, 0.5117523670196533, 0.5092606544494629, 0.4920147657394409, 0.4696701765060425]",True,4.0,0.49201470613479614
Which chapter introduces the demoness Hidimba and her dialogue with Bhima?,1.152,"['1.154', '1.152', '1.153', '1.155', '1.123']","[0.5748218297958374, 0.5356074571609497, 0.5271235704421997, 0.5209039449691772, 0.48740264773368835]",True,2.0,0.5356073975563049
How is the first meeting between Bhima and Hidimba described?,1.152,"['1.155', '3.152', '1.154', '1.151', '3.153']","[0.5557514429092407, 0.5254344940185547, 0.5227454900741577, 0.5179620385169983, 0.5094326138496399]",False,,0.4691983759403229
Who sends Hidimbi to meet the Pandavas and why?,1.152,"['1.152', '1.154', '1.153', '1.155', '3.145']","[0.5388174653053284, 0.4622313976287842, 0.4565972089767456, 0.4101219177246094, 0.3811851143836975]",True,1.0,0.5388174653053284
Which section narrates the battle between Bhima and the demon Hidimba?,1.153,"['1.154', '3.161', '2.30', '1.153', '3.178']","[0.5099630355834961, 0.492751806974411, 0.47623398900032043, 0.4631732702255249, 0.4625645577907562]",True,4.0,0.4631732702255249
Where is Hidimbasura’s fear and confrontation with Bhimasena mentioned?,1.153,"['1.154', '1.155', '3.178', '2.30', '1.152']","[0.4916917681694031, 0.4899430572986603, 0.489376038312912, 0.45279669761657715, 0.44570261240005493]",False,,0.42733749747276306
Who fights Hidimba in the Mahabharata and what happens in that combat?,1.153,"['1.154', '1.152', '7.15', '2.23', '3.39']","[0.4229295551776886, 0.40939250588417053, 0.4090231657028198, 0.38626569509506226, 0.38255321979522705]",False,,0.3808627724647522
Which chapter depicts Bhima’s combat with the rakshasa Hidimbasura?,1.153,"['3.161', '1.154', '1.153', '3.154', '3.178']","[0.57056725025177, 0.5484614372253418, 0.5333675742149353, 0.5318472981452942, 0.5281316041946411]",True,3.0,0.5333675146102905
In which episode does Bhima slay Hidimbasura?,1.154,"['1.154', '1.153', '1.155', '3.161', '1.151']","[0.42838889360427856, 0.41008782386779785, 0.4099718928337097, 0.39568257331848145, 0.38217446208000183]",True,1.0,0.4283888638019562
Where does Hidimba express her affection toward Bhima and Kunti?,1.154,"['1.155', '1.154', '1.152', '1.153', '1.151']","[0.4944764971733093, 0.47831547260284424, 0.4734373986721039, 0.4281410276889801, 0.4177868366241455]",True,2.0,0.47831547260284424
Who kills the rakshasa Hidimba and under what circumstances?,1.154,"['1.152', '1.154', '1.153', '3.157', '1.155']","[0.5159004330635071, 0.5131890177726746, 0.5045024156570435, 0.46182164549827576, 0.44334056973457336]",True,2.0,0.5131890177726746
Which passage describes Hidimba’s confession of feelings before Bhima kills Hidimbasura?,1.154,"['1.154', '1.155', '1.152', '1.153', '3.161']","[0.5677856206893921, 0.5305926203727722, 0.5108252763748169, 0.49628040194511414, 0.48348739743232727]",True,1.0,0.5677856206893921
Which chapter tells of Yudhishthira stopping Bhima from killing Hidimba?,1.155,"['1.154', '1.155', '3.312', '1.151', '3.161']","[0.5423485040664673, 0.5221397280693054, 0.5051270127296448, 0.5033329725265503, 0.5023897290229797]",True,2.0,0.5221397876739502
Where is the story of Bhima and Hidimbi’s union and the birth of Ghatotkacha narrated?,1.155,"['1.154', '1.151', '1.155', '3.152', '1.123']","[0.5486427545547485, 0.521342396736145, 0.5143818259239197, 0.5128633379936218, 0.5060452222824097]",True,3.0,0.5143817663192749
Who was Ghatotkacha and how was he born?,1.155,"['7.176', '3.275', '1.6', '1.8', '1.5']","[0.5241823196411133, 0.4695715308189392, 0.44883134961128235, 0.44861215353012085, 0.4415712356567383]",False,,0.28876394033432007
Which section contains Hidimbi’s prayer to Bhima before their marriage?,1.155,"['1.155', '1.154', '1.153', '1.152', '1.151']","[0.4427020251750946, 0.42951062321662903, 0.4009650647640228, 0.39927661418914795, 0.39911502599716187]",True,1.0,0.4427019953727722
Where do the Pandavas meet Vyasa after escaping the forest?,1.156,"['1.156', '3.238', '3.143', '3.141', '1.226']","[0.4654555022716522, 0.4485219120979309, 0.42273083329200745, 0.41278284788131714, 0.40813112258911133]",True,1.0,0.4654555022716522
Which chapter marks the Pandavas’ arrival at Ekachakra?,1.156,"['3.182', '1.168', '3.143', '3.258', '3.238']","[0.4648767411708832, 0.4212469756603241, 0.42105209827423096, 0.4131912589073181, 0.4088825583457947]",False,,0.38531655073165894
Who guides the Pandavas to settle temporarily in Ekachakra?,1.156,"['15.29', '13.127', '15.27', '4.4', '13.142']","[0.4132918119430542, 0.40397021174430847, 0.39746999740600586, 0.396599680185318, 0.393478661775589]",False,,0.2115335315465927
Where is the meeting between Vyasa and the Pandavas described after the Lakshagriha incident?,1.156,"['15.32', '1.156', '1.197', '15.29', '10.17']","[0.4854072332382202, 0.4784339368343353, 0.47007352113723755, 0.4634854793548584, 0.45534375309944153]",True,2.0,0.4784339666366577
Where is the Pandavas’ departure to the forest described?,3.1,"['3.182', '3.143', '3.163', '3.238', '2.79']","[0.48069387674331665, 0.4423367381095886, 0.4373309016227722, 0.4250199794769287, 0.4097064733505249]",False,,0.36749958992004395
Which chapter mentions the Pandavas staying overnight at Praman-Kotirtha?,3.1,"['3.182', '1.152', '1.21', '3.143', '2.79']","[0.501152515411377, 0.45108646154403687, 0.4510645866394043, 0.4480971395969391, 0.4460228383541107]",False,,0.39126747846603394
What discussion does Yudhishthira have with the Brahmins about wealth and hospitality?,3.2,"['3.200', '13.60', '12.165', '3.3', '12.78']","[0.5816788673400879, 0.5343977212905884, 0.5338829755783081, 0.5338133573532104, 0.5271244049072266]",False,,0.5143458247184753
Which chapter records Shaunaka’s dialogue with Yudhishthira on dharma and welfare?,3.2,"['1.59', '7.82', '12.9', '8.96', '3.312']","[0.4154743552207947, 0.40609267354011536, 0.39549338817596436, 0.3872133493423462, 0.3840109705924988]",False,,0.309964120388031
Where does Yudhishthira obtain the Akshaya Patra from Surya?,3.3,"['12.199', '12.304', '12.362', '15.19', '12.195']","[0.44816356897354126, 0.4414072036743164, 0.43733924627304077, 0.43605196475982666, 0.43585407733917236]",False,,0.383002370595932
Which section describes Yudhishthira’s prayer to Lord Surya for sustenance?,3.3,"['12.40', '12.9', '13.68', '14.88', '15.8']","[0.46258294582366943, 0.4604412913322449, 0.45361092686653137, 0.4515593647956848, 0.44295734167099]",False,,0.36846065521240234
Which chapter describes Vidura advising Dhritarashtra?,3.4,"['5.33', '5.38', '11.5', '5.41', '5.39']","[0.5350245833396912, 0.5280286073684692, 0.4890308976173401, 0.48598629236221313, 0.48279356956481934]",False,,0.34868016839027405
Where does Dhritarashtra become angry and leave the palace after Vidura’s counsel?,3.4,"['5.33', '11.4', '11.5', '11.6', '5.41']","[0.5405115485191345, 0.5311849117279053, 0.507470965385437, 0.4761052131652832, 0.47513240575790405]",False,,0.3308809995651245
Where do the Pandavas enter Kamyakavana during their exile?,3.5,"['6.6', '6.11', '3.238', '3.182', '3.152']","[0.40645813941955566, 0.38245102763175964, 0.3766375184059143, 0.3758922219276428, 0.35999590158462524]",False,,0.2536858916282654
Which chapter narrates Vidura’s meeting with the Pandavas in Kamyakavana?,3.5,"['3.5', '3.6', '1.149', '3.238', '3.182']","[0.5774750709533691, 0.5408942103385925, 0.49733588099479675, 0.49034279584884644, 0.4853965640068054]",True,1.0,0.5774750709533691
