query,ground_truth,top_ids,top_scores,correct_in_top_k,rank_of_correct,ground_truth_score
Who cursed King Pandu and why?,1.118,"['1.118', '1.107', '1.114']","[0.6221030950546265, 0.5677401423454285, 0.5621304512023926]",True,1.0,0.6221030950546265
Where is the origin of Pandu’s curse narrated?,1.118,"['1.118', '1.106', '1.114']","[0.6196222305297852, 0.5717258453369141, 0.5683364868164062]",True,1.0,0.6196223497390747
What event caused Pandu to renounce his royal duties?,1.118,"['1.119', '1.118', '1.114']","[0.6454101204872131, 0.6350710988044739, 0.5907831192016602]",True,2.0,0.6350710988044739
Which chapter describes King Pandu’s repentance for killing the sage?,1.119,"['1.119', '1.118', '12.32']","[0.6223301291465759, 0.6221548318862915, 0.5786777138710022]",True,1.0,0.6223300695419312
Where does Pandu renounce worldly life and take sannyasa?,1.119,"['1.119', '1.114', '1.118']","[0.6964759230613708, 0.5929408669471741, 0.5786672830581665]",True,1.0,0.6964759230613708
What role did Pandu’s wives play in his decision to enter the forest?,1.119,"['1.119', '1.118', '1.125']","[0.6511919498443604, 0.6156356334686279, 0.5985428094863892]",True,1.0,0.6511918306350708
Which episode marks Pandu’s entry into Vanaprastha Ashram?,1.119,"['1.119', '1.114', '1.118']","[0.6167346835136414, 0.5734383463859558, 0.5623072981834412]",True,1.0,0.6167346239089966
Which story in the Mahabharata describes Bhadra giving birth from the body of her dead husband?,1.121,"['5.189', '1.121', '14.68']","[0.5504202842712402, 0.5492347478866577, 0.539152979850769]",True,2.0,0.5492348670959473
"Who was Vyushitashva, and what was the miracle involving his wife Bhadra?",1.121,"['9.48', '3.122', '13.41']","[0.5379226207733154, 0.5313129425048828, 0.5277187824249268]",False,,0.46972134709358215
Where is the tale of Bhadra and Vyushitashva mentioned?,1.121,"['9.51', '9.36', '9.48']","[0.493988573551178, 0.4932752251625061, 0.48978734016418457]",False,,0.4171711206436157
Which section recounts the miraculous birth narrated by Bhadra?,1.121,"['13.139', '3.308', '1.178']","[0.5051504373550415, 0.5028973817825317, 0.4985106289386749]",False,,0.4504008889198303
Which episode narrates the return of Kunti and the Pandavas to Hastinapura?,1.126,"['1.206', '1.126', '1.156']","[0.6030611991882324, 0.59846031665802, 0.5940626263618469]",True,2.0,0.59846031665802
Who escorted the Pandavas and Kunti to Bhishma after Pandu’s death?,1.126,"['1.126', '15.22', '1.156']","[0.638602614402771, 0.6015985608100891, 0.5980914831161499]",True,1.0,0.6386026740074158
Where does the Mahabharata describe the meeting between Bhishma and the Pandavas?,1.126,"['12.53', '6.15', '9.55']","[0.5746108293533325, 0.5661734342575073, 0.5581008195877075]",False,,0.5130323171615601
What was Bhishma’s role in receiving Kunti and her sons?,1.126,"['1.126', '5.144', '3.308']","[0.664838969707489, 0.5795873403549194, 0.5670132637023926]",True,1.0,0.6648389101028442
Where is the funeral of Pandu and Madri described?,1.127,"['1.127', '1.125', '1.119']","[0.6836093664169312, 0.6585102081298828, 0.5922709703445435]",True,1.0,0.6836093664169312
Which section mentions the Pandavas performing rites for their parents?,1.127,"['1.127', '1.126', '11.27']","[0.5921528339385986, 0.5702046155929565, 0.5664961338043213]",True,1.0,0.5921528339385986
How did the brothers offer water and tribute to Pandu and Madri?,1.127,"['1.127', '11.27', '1.114']","[0.5755780935287476, 0.5748281478881836, 0.5620365142822266]",True,1.0,0.5755780935287476
What significance does this ritual hold in the Pandavas’ early life?,1.127,"['1.126', '1.167', '1.165']","[0.5601255297660828, 0.5409830808639526, 0.5375415682792664]",False,,0.4687979519367218
Which chapter describes the childhood of the Pandavas and Kauravas?,1.128,"['1.124', '1.61', '1.109']","[0.5971382856369019, 0.5712895393371582, 0.5585025548934937]",False,,0.4502083659172058
Where is Duryodhana’s attempt to poison Bhima mentioned?,1.128,"['1.129', '1.128', '3.262']","[0.577440619468689, 0.5571907758712769, 0.5341357588768005]",True,2.0,0.5571907758712769
What happened to Bhima after he was pushed into the Ganga?,1.128,"['1.128', '3.108', '13.168']","[0.5745896100997925, 0.5553755760192871, 0.5502514839172363]",True,1.0,0.574589729309082
Which section narrates Bhima’s journey to Nagaloka and his drinking of divine nectar?,1.128,"['1.128', '1.151', '1.19']","[0.5867661833763123, 0.5528658628463745, 0.5516370534896851]",True,1.0,0.5867661237716675
Which section describes Kunti’s anxiety over Bhima’s disappearance?,1.129,"['1.192', '2.79', '1.168']","[0.5960331559181213, 0.5950350761413574, 0.5797105431556702]",False,,0.5515146851539612
Where does Bhima return from the Nagaloka after gaining strength?,1.129,"['2.29', '3.155', '1.163']","[0.5861045122146606, 0.5647146701812744, 0.5581110715866089]",False,,0.5150459408760071
How did Duryodhana react after Bhima’s return from the Nagas’ realm?,1.129,"['3.247', '1.128', '9.64']","[0.6226098537445068, 0.6109843254089355, 0.5954901576042175]",False,,0.5946117639541626
Which chapter continues the conflict between Bhima and Duryodhana after Bhima’s return?,1.129,"['6.78', '2.29', '9.55']","[0.5887458324432373, 0.5854752659797668, 0.5769257545471191]",False,,0.5713425874710083
Who built the secret tunnel beneath the Lakshagriha?,1.147,"['1.147', '2.3', '1.146']","[0.47825348377227783, 0.4052620232105255, 0.3819572925567627]",True,1.0,0.47825342416763306
Which miner did Vidura send to construct a tunnel for the Pandavas?,1.147,"['1.147', '1.149', '1.144']","[0.6312861442565918, 0.47697335481643677, 0.45523929595947266]",True,1.0,0.6312860250473022
Where in the Mahabharata is the tunnel under the house of lac described?,1.147,"['1.147', '1.146', '1.148']","[0.5692234039306641, 0.5081583857536316, 0.4937812089920044]",True,1.0,0.5692233443260193
How did Vidura help the Pandavas prepare for their escape from the Lakshagriha?,1.147,"['1.147', '1.146', '1.149']","[0.6945879459381104, 0.6115989685058594, 0.6002235412597656]",True,1.0,0.6945877075195312
Which chapter describes the burning of the house of lac (Lakshagriha)?,1.148,"['1.146', '1.148', '1.150']","[0.5484529733657837, 0.5423775911331177, 0.5309915542602539]",True,2.0,0.5423775315284729
How did the Pandavas escape from the burning Lakshagriha?,1.148,"['1.148', '1.146', '1.147']","[0.6411174535751343, 0.6152200102806091, 0.6130567789077759]",True,1.0,0.6411174535751343
Where is the Pandavas’ night-time escape through the tunnel mentioned?,1.148,"['1.147', '1.148', '1.146']","[0.5960283279418945, 0.5310437083244324, 0.5154610872268677]",True,2.0,0.5310436487197876
"Who set fire to the Lakshagriha, and what was the outcome?",1.148,"['1.148', '1.150', '1.144']","[0.5003318190574646, 0.464652419090271, 0.45687735080718994]",True,1.0,0.5003318786621094
Who arranged for the Pandavas to cross the Ganga after escaping the Lakshagriha?,1.149,"['1.149', '1.143', '3.176']","[0.6693204641342163, 0.5776174068450928, 0.5747544765472412]",True,1.0,0.6693204045295715
Which sailor helped the Pandavas flee across the river?,1.149,"['1.149', '1.214', '4.36']","[0.5891612768173218, 0.551702618598938, 0.5333636403083801]",True,1.0,0.5891612768173218
Where is Vidura’s assistance in ferrying the Pandavas across the Ganges described?,1.149,"['1.149', '1.145', '3.139']","[0.7290222644805908, 0.5509442687034607, 0.5445543527603149]",True,1.0,0.7290220260620117
What role did the boatman play in helping the Pandavas escape?,1.149,"['1.149', '1.148', '1.147']","[0.6282795667648315, 0.5061396956443787, 0.4925307035446167]",True,1.0,0.6282795071601868
Which chapter narrates Dhritarashtra’s mourning and offering of water for the supposedly dead Pandavas?,1.150,"['15.39', '1.127', '11.27']","[0.6295448541641235, 0.6280293464660645, 0.6246825456619263]",False,,0.6027564406394958
Where is the ritual condolence for the Pandavas mentioned?,1.150,"['14.14', '1.127', '11.27']","[0.6484763622283936, 0.6181861162185669, 0.5941578149795532]",False,,0.540759801864624
How did Dhritarashtra and others react to the news of the Pandavas’ death in the fire?,1.150,"['1.150', '15.38', '15.37']","[0.656660795211792, 0.63169264793396, 0.6274507641792297]",True,1.0,0.6566606760025024
Which passage marks the Pandavas’ entry into the forest after the Lakshagriha incident?,1.150,"['3.24', '3.23', '3.143']","[0.6319118738174438, 0.6297234296798706, 0.6245228052139282]",False,,0.5928542613983154
Which section describes Bhima’s sorrow seeing his family suffer in the forest?,1.151,"['1.151', '3.141', '15.18']","[0.6387450695037842, 0.6152938008308411, 0.5927867293357849]",True,1.0,0.6387451887130737
Where is Bhimasena shown bringing water for Kunti?,1.151,"['1.151', '3.154', '3.125']","[0.5560443997383118, 0.5548830032348633, 0.5209633708000183]",True,1.0,0.556044340133667
How does Bhima react to Kunti and his brothers sleeping on the bare ground?,1.151,"['1.151', '3.144', '15.27']","[0.6282103657722473, 0.5568519830703735, 0.535671591758728]",True,1.0,0.6282103061676025
In which episode does Bhima express anger towards Duryodhana after their escape?,1.151,"['2.72', '1.148', '11.13']","[0.5448887348175049, 0.5429340600967407, 0.5394445657730103]",False,,0.473908007144928
Where does Hidimbi first encounter Bhima and the Pandavas?,1.152,"['1.154', '1.153', '1.152']","[0.7003563046455383, 0.6449437141418457, 0.6391992568969727]",True,3.0,0.6391991376876831
Which chapter introduces the demoness Hidimba and her dialogue with Bhima?,1.152,"['1.154', '1.152', '1.153']","[0.6670541167259216, 0.6518750190734863, 0.6224874258041382]",True,2.0,0.6518749594688416
How is the first meeting between Bhima and Hidimba described?,1.152,"['1.154', '1.152', '1.153']","[0.6665396690368652, 0.6384570002555847, 0.6330456733703613]",True,2.0,0.6384570598602295
Who sends Hidimbi to meet the Pandavas and why?,1.152,"['1.154', '1.152', '1.155']","[0.6315216422080994, 0.5963412523269653, 0.5941312313079834]",True,2.0,0.5963411927223206
Which section narrates the battle between Bhima and the demon Hidimba?,1.153,"['1.154', '1.153', '1.152']","[0.6435302495956421, 0.6226335763931274, 0.6120221614837646]",True,2.0,0.6226335763931274
Where is Hidimbasura’s fear and confrontation with Bhimasena mentioned?,1.153,"['1.154', '1.153', '1.152']","[0.6136588454246521, 0.5850794911384583, 0.5802657008171082]",True,2.0,0.585079550743103
Who fights Hidimba in the Mahabharata and what happens in that combat?,1.153,"['1.154', '1.153', '1.152']","[0.6704992651939392, 0.6421253681182861, 0.6249825358390808]",True,2.0,0.6421253681182861
Which chapter depicts Bhima’s combat with the rakshasa Hidimbasura?,1.153,"['1.154', '1.153', '1.152']","[0.6578269004821777, 0.645529568195343, 0.6328966021537781]",True,2.0,0.6455295085906982
In which episode does Bhima slay Hidimbasura?,1.154,"['1.154', '1.152', '1.153']","[0.6311227083206177, 0.6131665110588074, 0.6128650903701782]",True,1.0,0.6311227679252625
Where does Hidimba express her affection toward Bhima and Kunti?,1.154,"['1.154', '1.152', '1.155']","[0.6317377686500549, 0.5921409130096436, 0.5657476186752319]",True,1.0,0.6317376494407654
Who kills the rakshasa Hidimba and under what circumstances?,1.154,"['1.154', '1.153', '1.152']","[0.7006508111953735, 0.6647700667381287, 0.656059205532074]",True,1.0,0.7006509304046631
Which passage describes Hidimba’s confession of feelings before Bhima kills Hidimbasura?,1.154,"['1.154', '1.152', '1.153']","[0.6599792838096619, 0.6449174880981445, 0.6231992244720459]",True,1.0,0.6599791049957275
Which chapter tells of Yudhishthira stopping Bhima from killing Hidimba?,1.155,"['1.154', '1.152', '1.153']","[0.6827446222305298, 0.645112931728363, 0.6348224878311157]",False,,0.580335795879364
Where is the story of Bhima and Hidimbi’s union and the birth of Ghatotkacha narrated?,1.155,"['1.154', '1.155', '1.152']","[0.6563640236854553, 0.6479031443595886, 0.5987699031829834]",True,2.0,0.6479030847549438
Who was Ghatotkacha and how was he born?,1.155,"['1.155', '6.92', '7.175']","[0.5833361148834229, 0.5149731040000916, 0.46459949016571045]",True,1.0,0.5833361744880676
Which section contains Hidimbi’s prayer to Bhima before their marriage?,1.155,"['1.154', '1.152', '1.155']","[0.6468949317932129, 0.6154807209968567, 0.5674644708633423]",True,3.0,0.5674643516540527
Where do the Pandavas meet Vyasa after escaping the forest?,1.156,"['1.156', '3.156', '1.169']","[0.6830178499221802, 0.6046033501625061, 0.5990046858787537]",True,1.0,0.6830175518989563
Which chapter marks the Pandavas’ arrival at Ekachakra?,1.156,"['1.156', '3.23', '1.143']","[0.5915839076042175, 0.5687769651412964, 0.5600266456604004]",True,1.0,0.5915838479995728
Who guides the Pandavas to settle temporarily in Ekachakra?,1.156,"['1.156', '1.207', '3.23']","[0.6423006057739258, 0.6019976139068604, 0.5835025310516357]",True,1.0,0.6423004865646362
Where is the meeting between Vyasa and the Pandavas described after the Lakshagriha incident?,1.156,"['1.156', '3.156', '15.33']","[0.6350187063217163, 0.5922436714172363, 0.5758317708969116]",True,1.0,0.6350187063217163
Where is the Pandavas’ departure to the forest described?,3.1,"['15.15', '3.23', '3.24']","[0.6384400129318237, 0.63261479139328, 0.6312187314033508]",False,,0.5969288349151611
Which chapter mentions the Pandavas staying overnight at Praman-Kotirtha?,3.1,"['5.84', '3.156', '1.156']","[0.5836004614830017, 0.577844500541687, 0.5702088475227356]",False,,0.565650224685669
What discussion does Yudhishthira have with the Brahmins about wealth and hospitality?,3.2,"['13.37', '13.60', '12.77']","[0.6467407941818237, 0.6252604722976685, 0.6181995868682861]",False,,0.5176355838775635
Which chapter records Shaunaka’s dialogue with Yudhishthira on dharma and welfare?,3.2,"['12.55', '3.119', '12.32']","[0.5695866942405701, 0.5687127113342285, 0.5564365386962891]",False,,0.43595486879348755
Where does Yudhishthira obtain the Akshaya Patra from Surya?,3.3,"['3.3', '3.302', '13.96']","[0.6123155355453491, 0.5578737258911133, 0.5461986064910889]",True,1.0,0.6123155355453491
Which section describes Yudhishthira’s prayer to Lord Surya for sustenance?,3.3,"['3.3', '13.96', '3.302']","[0.6553127765655518, 0.6112086772918701, 0.598180890083313]",True,1.0,0.6553128361701965
Which chapter describes Vidura advising Dhritarashtra?,3.4,"['3.5', '3.4', '3.6']","[0.6789527535438538, 0.6749796867370605, 0.6435585021972656]",True,2.0,0.6749798059463501
Where does Dhritarashtra become angry and leave the palace after Vidura’s counsel?,3.4,"['3.4', '2.81', '15.15']","[0.6425166130065918, 0.6103692054748535, 0.6089783906936646]",True,1.0,0.6425166130065918
Where do the Pandavas enter Kamyakavana during their exile?,3.5,"['3.177', '3.258', '3.182']","[0.6189924478530884, 0.6181541681289673, 0.5927643179893494]",False,,0.4748557209968567
Which chapter narrates Vidura’s meeting with the Pandavas in Kamyakavana?,3.5,"['3.5', '1.156', '3.7']","[0.6289875507354736, 0.6198824644088745, 0.6035465002059937]",True,1.0,0.6289874911308289
Who sends Sanjaya to bring Vidura back from the forest?,3.6,"['3.7', '5.21', '3.6']","[0.6400790214538574, 0.6255618333816528, 0.6115896701812744]",True,3.0,0.6115896701812744
In which chapter does Dhritarashtra ask for Vidura’s forgiveness?,3.6,"['3.6', '11.13', '15.9']","[0.7069137096405029, 0.6413902044296265, 0.6224110126495361]",True,1.0,0.7069137096405029
Where do Duryodhana and his allies plan to attack the Pandavas in the forest?,3.7,"['3.240', '3.239', '3.253']","[0.612701952457428, 0.5856161117553711, 0.5711318254470825]",False,,0.55020672082901
Which chapter mentions Vyasa stopping Duryodhana from harming the Pandavas?,3.7,"['3.7', '3.8', '6.15']","[0.6027620434761047, 0.5799229145050049, 0.5726519823074341]",True,1.0,0.60276198387146
Which section records Vyasa advising Dhritarashtra against Duryodhana’s injustice?,3.8,"['3.8', '5.67', '2.81']","[0.6317829489707947, 0.6202616691589355, 0.6160059571266174]",True,1.0,0.6317828893661499
Where does Vyasa intervene to protect the Pandavas from Duryodhana’s schemes?,3.8,"['3.8', '3.7', '1.156']","[0.5877400636672974, 0.5844719409942627, 0.5778833031654358]",True,1.0,0.5877399444580078
What is the story of Surabhi and Indra narrated by Vyasa?,3.9,"['14.11', '1.78', '5.14']","[0.5885556936264038, 0.578132152557373, 0.5702742338180542]",False,,0.48730406165122986
Where does Vyasa describe Surabhi and Indra showing kindness to the Pandavas?,3.9,"['1.156', '3.262', '3.263']","[0.5871750116348267, 0.5688133239746094, 0.5662225484848022]",False,,0.5221737623214722
Who curses Duryodhana for his arrogance towards Maitreya?,3.10,"['3.10', '1.107', '12.2']","[0.6702514886856079, 0.6129114627838135, 0.6095836162567139]",True,1.0,0.6702515482902527
Which chapter describes Maitreya advising Dhritarashtra to be kind to the Pandavas?,3.10,"['3.5', '3.10', '3.8']","[0.6235730648040771, 0.6203233003616333, 0.6007723808288574]",True,2.0,0.6203233003616333
Which section records Draupadi lamenting her humiliation before Krishna?,3.12,"['4.20', '4.17', '3.267']","[0.6197952032089233, 0.5994387269020081, 0.5884776711463928]",False,,0.4961510896682739
Where do Arjuna and Krishna assure Draupadi after her insult?,3.12,"['3.12', '3.49', '3.243']","[0.6122567057609558, 0.6068033576011658, 0.6053244471549988]",True,1.0,0.6122565269470215
Where does Krishna discuss the evils of gambling with the Pandavas?,3.13,"['2.63', '2.59', '2.62']","[0.6490564346313477, 0.6357953548431396, 0.6063941121101379]",False,,0.5920685529708862
Which chapter mentions Krishna regretting his absence during the dice game?,3.13,"['3.14', '3.13', '2.76']","[0.6257061958312988, 0.6255643367767334, 0.548954963684082]",True,2.0,0.6255643367767334
Which chapter describes Krishna’s battle with Shalva and the destruction of Saubha?,3.14,"['3.15', '3.20', '3.16']","[0.6361663937568665, 0.6128548979759216, 0.611900269985199]",False,,0.5998514890670776
Where is Shalva’s defeat by Krishna narrated?,3.14,"['3.14', '3.15', '3.21']","[0.5954194068908691, 0.5877834558486938, 0.571426510810852]",True,1.0,0.5954193472862244
Where are Dwaraka’s war preparations against Shalva described?,3.15,"['3.15', '3.16', '3.20']","[0.657640814781189, 0.5814344882965088, 0.5473425388336182]",True,1.0,0.6576406359672546
Which section narrates Krishna’s military preparations before the Saubha battle?,3.15,"['3.15', '5.153', '3.16']","[0.5829750895500183, 0.575913667678833, 0.5695934891700745]",True,1.0,0.5829750895500183
Which chapter depicts the Yadava army fighting Shalva’s forces?,3.16,"['3.15', '3.16', '3.21']","[0.6329659819602966, 0.6249909400939941, 0.5872740745544434]",True,2.0,0.6249909400939941
Where is Pradyumna shown assuring the Yadava army in battle?,3.16,"['3.16', '6.21', '3.17']","[0.6591158509254456, 0.6225852966308594, 0.6217296719551086]",True,1.0,0.6591159105300903
Which section narrates the duel between Pradyumna and Shalva?,3.17,"['3.16', '3.17', '3.21']","[0.620219349861145, 0.6089314222335815, 0.5710996389389038]",True,2.0,0.6089313626289368
Where does Pradyumna fight Shalva in a fierce battle?,3.17,"['3.16', '3.17', '3.15']","[0.6908820867538452, 0.6605995893478394, 0.6249444484710693]",True,2.0,0.6605994701385498
Which chapter shows Pradyumna rebuking his charioteer for withdrawing him from battle?,3.18,"['3.18', '3.19', '3.17']","[0.6657322645187378, 0.6527096033096313, 0.6379712820053101]",True,1.0,0.6657322645187378
Where is Pradyumna’s remorse described after being carried from the field?,3.18,"['3.18', '3.17', '10.11']","[0.6616692543029785, 0.6356637477874756, 0.5952174663543701]",True,1.0,0.6616693139076233
Where does Pradyumna defeat Shalva in combat?,3.19,"['3.16', '3.17', '3.15']","[0.6708464622497559, 0.6439261436462402, 0.6123203039169312]",False,,0.5938377380371094
Which section records Shalva’s downfall at Pradyumna’s hands?,3.19,"['3.17', '3.16', '3.21']","[0.6127722263336182, 0.6083700656890869, 0.592568039894104]",False,,0.5600554347038269
Which chapter narrates the final battle between Krishna and Shalva?,3.20,"['3.15', '3.21', '3.20']","[0.6119481921195984, 0.5943674445152283, 0.5883671045303345]",True,3.0,0.5883671045303345
Where does Krishna destroy Shalva in direct combat?,3.20,"['3.15', '3.20', '3.16']","[0.6258330941200256, 0.6134061813354492, 0.6018131375312805]",True,2.0,0.6134061217308044
Which section records Draupadi’s anger at Yudhishthira during exile?,3.27,"['3.27', '2.72', '1.213']","[0.5903513431549072, 0.5767779350280762, 0.5716074109077454]",True,1.0,0.5903513431549072
Where does Draupadi urge Yudhishthira to fight his enemies?,3.27,"['3.243', '5.161', '3.27']","[0.615714967250824, 0.607833206653595, 0.5999851226806641]",True,3.0,0.5999850034713745
Which chapter contains Draupadi’s narration of the dialogue between Prahlad and Bali?,3.28,"['3.267', '1.165', '1.192']","[0.5492448806762695, 0.5263371467590332, 0.521743893623352]",False,,0.4980347752571106
Where is the story of Prahlad and Bali used by Draupadi to teach forgiveness?,3.28,"['3.28', '3.29', '3.27']","[0.6501975059509277, 0.5046954154968262, 0.49110645055770874]",True,1.0,0.6501975059509277
Where does Yudhishthira discuss the dangers of anger and the virtue of forgiveness?,3.29,"['3.29', '3.28', '1.79']","[0.6885110139846802, 0.6259210109710693, 0.6217522621154785]",True,1.0,0.6885110139846802
Which section records Yudhishthira praising forgiveness as a supreme virtue?,3.29,"['3.29', '13.114', '1.87']","[0.6250843405723572, 0.6087927222251892, 0.6079449653625488]",True,1.0,0.625084400177002
Where does Draupadi criticize Yudhishthira’s sense of dharma and justice?,3.30,"['2.69', '2.66', '3.27']","[0.6097038984298706, 0.5950005650520325, 0.5944784879684448]",False,,0.5093734264373779
Which chapter describes Draupadi’s grief and reproach of Yudhishthira’s wisdom?,3.30,"['12.6', '11.12', '4.18']","[0.6292386651039124, 0.6194577813148499, 0.6161724925041199]",False,,0.5393266081809998
Which section contains Yudhishthira’s response to Draupadi’s objections about dharma?,3.31,"['2.68', '2.69', '2.70']","[0.6331444978713989, 0.6252944469451904, 0.6227002739906311]",False,,0.4928819537162781
Where does Yudhishthira explain the benefits of honoring God and sages?,3.31,"['3.81', '3.26', '13.75']","[0.6294285655021667, 0.62619948387146, 0.6251375675201416]",False,,0.5779919624328613
Where does Draupadi urge Yudhishthira to value effort over destiny?,3.32,"['10.2', '13.6', '15.17']","[0.6400351524353027, 0.5860850214958191, 0.5857105255126953]",False,,0.5006282925605774
Which chapter records Draupadi emphasizing the importance of human endeavor?,3.32,"['10.2', '4.3', '14.1']","[0.5506588816642761, 0.5325098037719727, 0.5303586721420288]",False,,0.5052050352096558
Which section praises Bhima’s valor and urges Yudhishthira to follow Kshatriya dharma?,3.33,"['12.55', '6.15', '12.99']","[0.5999692678451538, 0.5956632494926453, 0.5915117859840393]",False,,0.4744816720485687
Where is Yudhishthira encouraged to take up arms against his enemies?,3.33,"['3.243', '1.139', '5.161']","[0.655154824256897, 0.6291133165359497, 0.6193559169769287]",False,,0.5441746711730957
Where does Yudhishthira reaffirm his vow to follow dharma in the forest?,3.34,"['3.24', '3.92', '1.213']","[0.5923930406570435, 0.5896071791648865, 0.5726503729820251]",False,,0.5587300062179565
Which chapter introduces the Nalopakhyana Parva with teachings on dharma and conduct?,3.34,"['12.352', '12.124', '12.129']","[0.4956059455871582, 0.49505680799484253, 0.48931828141212463]",False,,0.38397017121315
Where does Bhima urge Yudhishthira to fight despite their misfortunes?,3.35,"['12.16', '3.243', '6.89']","[0.6138288974761963, 0.6087758541107178, 0.6048030853271484]",False,,0.5638561248779297
Which section shows Bhimasena expressing frustration at Yudhishthira’s patience?,3.35,"['5.76', '5.75', '3.49']","[0.5511703491210938, 0.5487945675849915, 0.5470630526542664]",False,,0.5120843648910522
Which chapter records Vyasa teaching Pratismriti Vidya to Yudhishthira?,3.36,"['3.36', '1.196', '15.28']","[0.5676891803741455, 0.5280450582504272, 0.5248817801475525]",True,1.0,0.5676891803741455
Where does Vyasa meet the Pandavas and guide them before returning to Kamyakavana?,3.36,"['1.156', '3.156', '1.169']","[0.6940661072731018, 0.6246681213378906, 0.6137170791625977]",False,,0.582991361618042
Where does Arjuna travel to Indrakil mountain and meet Indra?,3.37,"['3.37', '2.27', '3.38']","[0.5796138644218445, 0.5694990158081055, 0.5615204572677612]",True,1.0,0.5796138048171997
Which section begins the Kairata Parva and Arjuna’s quest for divine weapons?,3.37,"['7.81', '3.40', '3.41']","[0.5686232447624207, 0.563575029373169, 0.559575617313385]",False,,0.5410236120223999
Which chapter describes Arjuna’s severe penance to please Lord Shiva?,3.38,"['3.38', '7.81', '3.40']","[0.6254422664642334, 0.6155239939689636, 0.5957783460617065]",True,1.0,0.6254422068595886
Where do sages discuss Arjuna’s tapasya with Lord Shankar?,3.38,"['3.38', '7.81', '3.159']","[0.5887019634246826, 0.5784846544265747, 0.5617449879646301]",True,1.0,0.5887018442153931
Where is Arjuna’s stotra or hymn in praise of Lord Shiva found?,3.39,"['6.23', '7.81', '3.40']","[0.5610279440879822, 0.5443990230560303, 0.528182864189148]",False,,0.4718738794326782
Which section narrates Arjuna’s prayer to Lord Shiva before receiving a boon?,3.39,"['7.81', '3.40', '7.80']","[0.6175456047058105, 0.6023224592208862, 0.5824673771858215]",False,,0.5040021538734436
Which chapter narrates Shiva granting a boon to Arjuna?,3.40,"['3.40', '7.81', '3.38']","[0.6561179161071777, 0.6434914469718933, 0.6348549127578735]",True,1.0,0.6561179161071777
Where does Lord Shankar bless Arjuna with divine weapons and depart?,3.40,"['3.40', '7.81', '3.41']","[0.6913036704063416, 0.6798150539398193, 0.6366979479789734]",True,1.0,0.6913037300109863
Which section describes the Dikpalas gifting divine weapons to Arjuna?,3.41,"['3.40', '7.81', '3.41']","[0.6502009630203247, 0.6460180282592773, 0.6384251117706299]",True,3.0,0.6384250521659851
Where is Arjuna instructed by Indra to ascend to heaven?,3.41,"['3.37', '3.165', '3.44']","[0.6180887222290039, 0.6026021242141724, 0.5922974348068237]",False,,0.5584887266159058
Where does Arjuna ascend to heaven with Matali as his charioteer?,3.42,"['3.42', '3.165', '10.13']","[0.6693657040596008, 0.6432399749755859, 0.5691368579864502]",True,1.0,0.6693657040596008
Which chapter describes Arjuna’s journey from the Himalayas to Indraloka?,3.42,"['3.176', '3.140', '3.139']","[0.6264985799789429, 0.6051160097122192, 0.6051139831542969]",False,,0.587446928024292
Where is Arjuna’s meeting with Devraj Indra described?,3.43,"['3.38', '3.166', '3.174']","[0.6003283858299255, 0.5883099436759949, 0.5825470685958862]",False,,0.5703544616699219
Which chapter mentions Indra sending a maiden to Kundinpur?,3.43,"['1.78', '5.14', '3.223']","[0.5668314695358276, 0.5626962184906006, 0.5585963726043701]",False,,0.4954209327697754
Which section describes Arjuna learning divine weapons in Indraloka?,3.44,"['3.40', '3.44', '3.37']","[0.6627112627029419, 0.6597448587417603, 0.6578903198242188]",True,2.0,0.6597448587417603
Where does Indra instruct Arjuna in celestial warfare?,3.44,"['3.37', '3.40', '3.44']","[0.5969319343566895, 0.5757590532302856, 0.5722135305404663]",True,3.0,0.5722135305404663
Where is the dialogue between Chitrasena and Urvashi found?,3.45,"['3.45', '5.14', '3.46']","[0.5563165545463562, 0.48178765177726746, 0.47828197479248047]",True,1.0,0.556316614151001
Which chapter features Chitrasena’s discussion with Urvashi in heaven?,3.45,"['3.45', '3.46', '1.217']","[0.6244377493858337, 0.5754960775375366, 0.5478909015655518]",True,1.0,0.624437689781189
Where does Urvashi approach Arjuna with desire and curse him upon rejection?,3.46,"['3.45', '3.46', '1.216']","[0.6334425806999207, 0.5935025215148926, 0.5837995409965515]",True,2.0,0.593502402305603
Which chapter narrates Urvashi’s curse making Arjuna live as a eunuch?,3.46,"['3.46', '4.39', '1.216']","[0.6235500574111938, 0.60727858543396, 0.5818485021591187]",True,1.0,0.6235501766204834
Which section narrates Lomasha meeting Arjuna and Indra in heaven?,3.47,"['3.47', '3.91', '3.165']","[0.6544922590255737, 0.6395842432975769, 0.6161839365959167]",True,1.0,0.6544921398162842
Where does Lomasha carry Indra’s message to the Pandavas in Kamyakavana?,3.47,"['3.91', '3.47', '3.139']","[0.637742280960083, 0.6171587109565735, 0.5692672729492188]",True,2.0,0.6171587705612183
Which chapter shows Dhritarashtra expressing worry for his sons?,3.48,"['2.81', '3.49', '8.4']","[0.5955053567886353, 0.5952920913696289, 0.5923866629600525]",False,,0.5903571248054504
Where does Dhritarashtra confide his fears to Sanjaya?,3.48,"['5.67', '8.7', '3.51']","[0.6639459133148193, 0.6318830847740173, 0.6256613731384277]",False,,0.601296603679657
